utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['im', 'Restaurant', 'muss', 'man', '„', 'Paprikaschnitzel', '“', 'statt', 'Zigeunerschnitzel', 'bestellen', '.'];im Restaurant muss man „Paprikaschnitzel“ statt Zigeunerschnitzel bestellen.;[];[];True;False;Markus Frohnmaier;männlich;AfD;BT_19_236.xml;['Evaluation'];True
['Formal', 'ist', 'der', 'Geheimdienst', 'eine', 'Behörde', 'oder', 'eine', 'Abteilung', 'eines', 'Innenministeriums', 'und', 'müsste', 'all', 'sein', 'Handeln', 'auch', 'der', 'parlamentarischen', 'Kontrolle', 'unterwerfen', '.'];Formal ist der Geheimdienst eine Behörde oder eine Abteilung eines Innenministeriums und müsste all sein Handeln auch der parlamentarischen Kontrolle unterwerfen.;[];[];False;False;Martina Renner;weiblich;DIE LINKE;BT_19_236.xml;['Report'];True
['Wir', 'sagen', ':', 'Wiedergutmachungsvorhaben', 'sind', 'gebührend', 'zu', 'trennen', 'von', 'allgemeineren', 'Regelungen', ',', 'und', 'diese', 'haben', 'sich', 'am', 'Schutz', 'der', 'staatsbürgerlichen', 'Rechte', 'zu', 'orientieren', '.'];Wir sagen: Wiedergutmachungsvorhaben sind gebührend zu trennen von allgemeineren Regelungen, und diese haben sich am Schutz der staatsbürgerlichen Rechte zu orientieren.;[];[];False;False;Gottfried Curio;männlich;AfD;BT_19_236.xml;['Demand'];True
['In', 'Antwort', 'darauf', 'fällt', 'mir', 'immer', 'wieder', 'ein', 'Satz', 'ein', ',', 'den', 'meine', 'Kollegin', 'und', 'Vizepräsidentin', 'dieses', 'Hohen', 'Hauses', ',', 'Claudia', 'Roth', ',', 'nach', 'dem', 'schockierenden', 'Mord', 'an', 'Walter', 'Lübcke', 'gesagt', 'hat', '–', 'ich', 'zitiere', 'mit', 'Erlaubnis', 'des', 'Präsidenten', '–', ':'];In Antwort darauf fällt mir immer wieder ein Satz ein, den meine Kollegin und Vizepräsidentin dieses Hohen Hauses, Claudia Roth, nach dem schockierenden Mord an Walter Lübcke gesagt hat – ich zitiere mit Erlaubnis des Präsidenten –:;[];[];False;False;Luise Amtsberg;weiblich;GRUENE;BT_19_236.xml;[];Interrupted
['Die', 'Fahrer', 'Russlands', 'preschen', 'über', 'Stufen', ',', 'über', 'Schwellen', '.'];Die Fahrer Russlands preschen über Stufen, über Schwellen.;[];[];False;False;Wilhelm von Gottberg;männlich;AfD;BT_19_237.xml;[];Interrupted
['Darüber', 'hinaus', 'geht', 'die', 'Bundesregierung', 'davon', 'aus', ',', 'dass', 'ein', 'Betrag', 'von', '108', 'Millionen', 'Euro', 'jährlich', 'aus', 'Bundes-', 'und', 'Ländermitteln', 'ausreicht', ',', 'um', 'die', 'Belastungen', 'der', 'Bauern', 'auszugleichen', '.'];Darüber hinaus geht die Bundesregierung davon aus, dass ein Betrag von 108 Millionen Euro jährlich aus Bundes- und Ländermitteln ausreicht, um die Belastungen der Bauern auszugleichen.;[];[];False;False;Andreas Bleck;männlich;AfD;BT_19_236.xml;['Report'];True
['Ich', 'möchte', 'das', 'auch', 'begründen', '.'];Ich möchte das auch begründen.;[];[];False;True;Jan Korte;männlich;DIE LINKE;BT_19_238.xml;['Macro'];True
['Ich', 'frage', 'mich', ':'];Ich frage mich:;[];[];False;False;Gesine Lötzsch;weiblich;DIE LINKE;BT_19_238.xml;['Question-All'];Interrupted
['Schrumpfende', 'Räume', 'gibt', 'es', 'zum', 'Teil', 'auch', 'für', 'die', 'ehrenamtlichen', 'Aktiven', 'in', 'politischen', 'Parteien', ',', 'wenn', 'in', 'unseren', 'Kommunen', 'öffentliche', 'Räume', 'zunehmend', 'so', 'gewidmet', 'werden', ',', 'dass', 'sie', 'nicht', 'mehr', 'an', 'Parteien', 'vermietet', 'werden', '.'];Schrumpfende Räume gibt es zum Teil auch für die ehrenamtlichen Aktiven in politischen Parteien, wenn in unseren Kommunen öffentliche Räume zunehmend so gewidmet werden, dass sie nicht mehr an Parteien vermietet werden.;[];[];False;False;Linda Teuteberg;weiblich;FDP;BT_19_237.xml;['Report'];True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', ',', 'auf', 'den', 'Mauern', 'des', 'Reichstagsgebäudes', 'steht', 'der', 'Satz', '„', 'Dem', 'deutschen', 'Volke', '“', '.'];Liebe Kolleginnen und Kollegen, auf den Mauern des Reichstagsgebäudes steht der Satz „Dem deutschen Volke“.;[];[];False;False;Karin Maag;weiblich;CDU/CSU;BT_19_237.xml;['Report'];True
