utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['Das', 'galt', 'bislang', 'nur', 'für', 'Lebenspartner', 'unter', 'Vermeidung', 'von', 'Doppelstaatlichkeit', 'bei', 'ausreichenden', 'Sprachkenntnissen', '–', 'jetzt', 'völlig', 'ohne', 'diese', 'Voraussetzungen', '.'];Das galt bislang nur für Lebenspartner unter Vermeidung von Doppelstaatlichkeit bei ausreichenden Sprachkenntnissen – jetzt völlig ohne diese Voraussetzungen.;['Evaluation'];[0.5706536769866943];True;False;Gottfried Curio;männlich;AfD;BT_19_236.xml;['Report'];True
['Sie', 'arbeiten', 'aufgrund', 'nur', 'befristeter', 'Verträge', 'mit', 'Laufzeiten', 'von', 'manchmal', 'unter', 'einem', 'Jahr', 'mit', 'null', 'Planungssicherheit', '.'];Sie arbeiten aufgrund nur befristeter Verträge mit Laufzeiten von manchmal unter einem Jahr mit null Planungssicherheit.;['Evaluation'];[0.9637866020202637];False;False;Nicole Gohlke;weiblich;DIE LINKE;BT_19_236.xml;['Report'];True
['Ein', 'Paradigmenwechsel', 'war', 'die', 'Erstreckung', 'der', 'Leistungen', 'der', 'Pflegeversicherung', 'auf', 'Menschen', 'mit', 'kognitiven', 'und', 'psychischen', 'Einschränkungen', '.'];Ein Paradigmenwechsel war die Erstreckung der Leistungen der Pflegeversicherung auf Menschen mit kognitiven und psychischen Einschränkungen.;['Evaluation'];[0.9157841801643372];False;False;Karin Maag;weiblich;CDU/CSU;BT_19_237.xml;['Report'];True
['Wir', 'mussten', 'zusehen', ',', 'wie', 'unzählige', 'Menschen', 'alles', 'verloren', 'haben', ',', 'wie', 'binnen', 'kürzester', 'Zeit', 'Lebenswerke', 'zerstört', 'wurden', ',', 'die', 'die', 'betroffenen', 'Personen', 'über', 'eine', 'lange', 'Zeit', 'aufgebaut', 'hatten', '.'];Wir mussten zusehen, wie unzählige Menschen alles verloren haben, wie binnen kürzester Zeit Lebenswerke zerstört wurden, die die betroffenen Personen über eine lange Zeit aufgebaut hatten.;['Evaluation'];[0.8857045769691467];False;False;Sebastian Brehm;männlich;CDU/CSU;BT_19_238.xml;['Report'];True
['Und', 'wir', 'haben', 'feststellen', 'müssen', ',', 'dass', 'Afghanistan', 'in', 'kürzester', 'Zeit', 'kampflos', 'übergeben', 'wurde', '.'];Und wir haben feststellen müssen, dass Afghanistan in kürzester Zeit kampflos übergeben wurde.;['Evaluation'];[0.9186960458755493];False;False;Jürgen Hardt;männlich;CDU/CSU;BT_19_238.xml;['Report'];True
['Ja', ',', 'die', 'planetaren', 'Grenzen', 'waren', 'mir', 'auch', 'aufgefallen', '.'];Ja, die planetaren Grenzen waren mir auch aufgefallen.;['Evaluation'];[0.8383934497833252];False;False;Leif-Erik Holm;männlich;AfD;BT_19_236.xml;['Report'];True
['Auch', 'bessere', 'Arbeitsbedingungen', 'in', 'der', 'Pflege', 'wären', 'finanzierbar', '.'];Auch bessere Arbeitsbedingungen in der Pflege wären finanzierbar.;['Evaluation'];[0.9385265111923218];False;False;Kathrin Vogler;weiblich;DIE LINKE;BT_19_237.xml;['Report'];True
['Das', 'zeigen', 'uns', 'die', 'vielen', 'Starkwetterereignisse', ',', 'die', 'wir', 'in', 'den', 'letzten', 'Tagen', 'und', 'Wochen', 'gesehen', 'haben', ':'];Das zeigen uns die vielen Starkwetterereignisse, die wir in den letzten Tagen und Wochen gesehen haben:;['Evaluation'];[0.822953462600708];False;False;Sven-Christian Kindler;männlich;GRUENE;BT_19_239.xml;['Report'];True
['Das', 'verändert', 'die', 'Lage', ',', 'weil', 'er', 'damit', 'risikoloser', 'ins', 'Infektionsgeschehen', 'hineingeht', '.'];Das verändert die Lage, weil er damit risikoloser ins Infektionsgeschehen hineingeht.;['Evaluation'];[0.9635537266731262];True;False;Stephan Stracke;männlich;CDU/CSU;BT_19_239.xml;['Report'];True
['andererseits', 'fehlt', 'aber', 'die', 'Flexibilität', ',', 'bei', 'lang', 'dauernden', 'Krisen', ',', 'wie', 'einem', 'Lockdown', ',', 'Teile', 'der', 'Leistungen', 'abzubestellen', '.'];andererseits fehlt aber die Flexibilität, bei lang dauernden Krisen, wie einem Lockdown, Teile der Leistungen abzubestellen.;['Evaluation'];[0.9651699662208557];False;False;Wolfgang Wiehle;männlich;AfD;BT_19_236.xml;['Report'];True
['Schon', 'seit', 'Jahren', 'werden', 'zu', 'wenige', 'Ausbildungsplätze', 'angeboten', '.'];Schon seit Jahren werden zu wenige Ausbildungsplätze angeboten.;['Evaluation'];[0.8389094471931458];False;False;Jutta Krellmann;weiblich;DIE LINKE;BT_19_235.xml;['Report'];True
['Darum', 'geht', 'es', '.'];Darum geht es.;['Evaluation'];[0.9560225009918213];False;False;Stephan Thomae;männlich;FDP;BT_19_238.xml;['Report'];True
['so', 'wird', 'er', 'korrekt', 'angesprochen', '.'];so wird er korrekt angesprochen.;['Evaluation'];[0.7244822382926941];False;False;Stephan Brandner;männlich;AfD;BT_19_236.xml;['Report'];True
['Lassen', 'Sie', 'uns', 'zusammen', 'doch', 'nicht', 'nur', 'feststellen', ',', 'dass', 'ein', 'angespannter', 'Wohnungsmarkt', 'da', 'ist', ',', 'sondern', 'herausfinden', ',', 'welche', 'Wohnungen', 'tatsächlich', 'fehlen', '.'];Lassen Sie uns zusammen doch nicht nur feststellen, dass ein angespannter Wohnungsmarkt da ist, sondern herausfinden, welche Wohnungen tatsächlich fehlen.;['Evaluation'];[0.8651142716407776];False;False;Hagen Reinhold;männlich;FDP;BT_19_235.xml;['Request'];True
['Dieses', 'Instrument', 'müssen', 'wir', 'weiter', 'ausbilden', '.'];Dieses Instrument müssen wir weiter ausbilden.;['Evaluation'];[0.8174753785133362];False;False;Edgar Franke;männlich;SPD;BT_19_236.xml;['Request'];True
['Was', 'wir', 'nun', 'aber', 'tatsächlich', 'beginnen', 'sollten', ',', 'ist', 'eine', 'ehrliche', 'und', 'engagierte', 'Debatte', 'über', 'die', 'Zukunft', 'unserer', 'Krankenhäuser', '.'];Was wir nun aber tatsächlich beginnen sollten, ist eine ehrliche und engagierte Debatte über die Zukunft unserer Krankenhäuser.;['Evaluation'];[0.8599227070808411];False;False;Claudia Schmidtke;weiblich;CDU/CSU;BT_19_236.xml;['Request'];True
['Sorgen', 'wir', 'jetzt', 'für', 'gleichwertige', 'Lebensverhältnisse', '!'];Sorgen wir jetzt für gleichwertige Lebensverhältnisse!;['Evaluation'];[0.8730050921440125];False;False;Annalena Baerbock;weiblich;GRUENE;BT_19_239.xml;['Request'];True
['Wir', 'haben', 'als', 'Untersuchungsausschuss', 'viele', 'gesetzgeberische', 'Konsequenzen', 'angestoßen', ',', 'die', 'auch', 'stark', 'die', 'Handschrift', 'der', 'Union', 'tragen', ':'];Wir haben als Untersuchungsausschuss viele gesetzgeberische Konsequenzen angestoßen, die auch stark die Handschrift der Union tragen:;['Evaluation'];[0.813019335269928];False;False;Matthias Hauer;männlich;CDU/CSU;BT_19_237.xml;['Self-representation'];True
['Ich', 'hatte', 'das', 'große', 'Glück', ',', 'hier', 'in', 'Berlin', 'am', 'runden', 'Tisch', 'die', 'ersten', 'freien', 'Wahlen', 'in', 'der', 'DDR', 'mit', 'verhandeln', 'zu', 'dürfen', '.'];Ich hatte das große Glück, hier in Berlin am runden Tisch die ersten freien Wahlen in der DDR mit verhandeln zu dürfen.;['Evaluation'];[0.5202698707580566];False;False;Christoph Matschie;männlich;SPD;BT_19_235.xml;['Self-representation'];True
['Da', 'hat', 'die', 'Bundesvorsitzende', 'einmal', 'vollkommen', 'recht', '.'];Da hat die Bundesvorsitzende einmal vollkommen recht.;['Evaluation'];[0.646263837814331];False;False;Eckhard Pols;männlich;CDU/CSU;BT_19_237.xml;['Support'];True
['Da', 'weist', 'der', 'Antrag', ',', 'über', 'den', 'wir', 'heute', 'eigentlich', 'sprechen', ',', 'in', 'die', 'richtige', 'Richtung', '.'];Da weist der Antrag, über den wir heute eigentlich sprechen, in die richtige Richtung.;['Evaluation'];[0.9573667049407959];False;False;Heike Baehrens;weiblich;SPD;BT_19_237.xml;['Support'];True
['–', 'Sehr', 'geehrte', 'Damen', 'und', 'Herren', '!'];– Sehr geehrte Damen und Herren!;['Evaluation'];[0.5240429639816284];False;False;Anja Hajduk;weiblich;GRUENE;BT_19_236.xml;vocative;True
['Liebe', 'Kolleginnen', 'und', 'Kollegen', '!'];Liebe Kolleginnen und Kollegen!;['Evaluation'];[0.6003386974334717];False;False;Sybille Benning;weiblich;CDU/CSU;BT_19_236.xml;vocative;True
['Herr', 'Präsident', '!'];Herr Präsident!;['Evaluation'];[0.6200479865074158];False;False;Oliver Kaczmarek;männlich;SPD;BT_19_237.xml;vocative;True
['Herr', 'Präsident', '!'];Herr Präsident!;['Evaluation'];[0.6200479865074158];False;False;Dietmar Bartsch;männlich;DIE LINKE;BT_19_239.xml;vocative;True
['Dann', 'kann', 'auch', 'mit', 'einer', 'Beantragung', 'der', 'Zulassung', 'begonnen', 'werden', '.'];Dann kann auch mit einer Beantragung der Zulassung begonnen werden.;['Evaluation'];[0.830940306186676];False;False;Martina Stamm-Fibich;weiblich;SPD;BT_19_238.xml;['Report'];True
"['Gerade', 'Sie', 'von', 'der', 'rechten', 'Seite', 'haben', 'in', 'den', 'letzten', 'Wochen', 'ganz', 'offenbar', 'keine', 'Probleme', 'zum', 'Beispiel', 'mit', 'Ihrem', 'Auto', 'gehabt', ';']";"Gerade Sie von der rechten Seite haben in den letzten Wochen ganz offenbar keine Probleme zum Beispiel mit Ihrem Auto gehabt;";['Evaluation'];[0.950411856174469];False;False;Michael Gerdes;männlich;SPD;BT_19_236.xml;['Evaluation'];True
['Liebe', 'Kollegen', 'und', 'Landsleute', ',', 'ich', 'kann', 'diejenigen', 'in', 'Deutschland', ',', 'die', 'in', 'dieser', 'Situation', 'resignieren', ',', 'sehr', 'gut', 'verstehen', '.'];Liebe Kollegen und Landsleute, ich kann diejenigen in Deutschland, die in dieser Situation resignieren, sehr gut verstehen.;['Evaluation'];[0.9441391229629517];False;False;Tino Chrupalla;männlich;AfD;BT_19_239.xml;['Expressive'];True
['Das', 'führte', 'in', 'der', 'Tendenz', 'natürlich', 'dazu', ',', 'dass', 'Patienten', 'eher', 'etwas', 'später', 'entlassen', 'wurden', 'als', 'unbedingt', 'notwendig', '.'];Das führte in der Tendenz natürlich dazu, dass Patienten eher etwas später entlassen wurden als unbedingt notwendig.;['Evaluation'];[0.9044181704521179];False;False;Jörg Schneider;männlich;AfD;BT_19_236.xml;['Report'];True
['aber', 'sie', 'sind', 'die', 'nicht', 'wegzudenkende', 'Basis', 'eines', 'guten', 'Lebens', ',', 'auch', 'unseres', 'Lebens', '.'];aber sie sind die nicht wegzudenkende Basis eines guten Lebens, auch unseres Lebens.;['Evaluation'];[0.9666141271591187];False;False;Martin Patzelt;männlich;CDU/CSU;BT_19_237.xml;['Evaluation'];True
['Was', 'lauert', 'denn', 'hinter', 'diesem', 'Damm', '?'];Was lauert denn hinter diesem Damm?;['Evaluation'];[0.5899555683135986];False;False;Roman Johannes Reusch;männlich;AfD;BT_19_236.xml;['Question-All'];True
['Kurz', ':', 'Wie', 'würde', 'es', 'Ihnen', 'gehen', ',', 'wenn', 'Sie', 'Ihre', 'Identität', 'lieber', 'unsichtbar', 'machen', ',', 'damit', 'Sie', 'dem', 'allgegenwärtigen', 'Ressentiment', 'entgehen', '?'];Kurz: Wie würde es Ihnen gehen, wenn Sie Ihre Identität lieber unsichtbar machen, damit Sie dem allgegenwärtigen Ressentiment entgehen?;['Evaluation'];[0.5557129383087158];False;False;Susann Rüthrich;weiblich;SPD;BT_19_236.xml;['Question-All'];True
['Befreien', 'und', 'entfesseln', 'wir', 'unsere', 'Wirtschaft', '?'];Befreien und entfesseln wir unsere Wirtschaft?;['Evaluation'];[0.8563922047615051];False;False;Paul Ziemiak;männlich;CDU/CSU;BT_19_239.xml;['Question-All'];True
['Ich', 'stehe', 'für', 'ein', 'Land', 'ein', ',', 'in', 'dem', 'Studenten', 'und', 'Studentinnen'];Ich stehe für ein Land ein, in dem Studenten und Studentinnen;['Evaluation'];[0.718624472618103];True;False;Philipp Amthor;männlich;CDU/CSU;BT_19_236.xml;['Self-representation'];Interrupted
